question,prompt,answer,generated_text,generated_answer,answer_tokens,generated_answer_tokens,f1_score,exact_match
"По мнению древнего мудреца Рюхейб-бин-Верда: ""Мудрость состоит из 10 частей. Одна часть — знания и опыт."" А что составляет остальные девять?","Вы участвуете в викторине ""Что? Где? Когда?"". Внимательно прочитайте вопрос из категории ""Восток - дело тонкое"" и ответьте на него. Обратите внимание на формат ответа: если он не указан в вопросе, то запишите только слово или фразу, отвечающую на вопрос, никаких дополнительных рассуждений приводить не нужно.
Вопрос: По мнению древнего мудреца Рюхейб-бин-Верда: ""Мудрость состоит из 10 частей. Одна часть — знания и опыт."" А что составляет остальные девять?
Ответ: ",молчание,"1. Смысл: знание и опыт.
2. Смысл: знание и опыт.
3. Смысл: знание и опыт.
4. Смысл: знание и опыт.
5. Смысл: знание и опыт.
6. Смысл: знание и опыт.
7. Смысл: знание и","1. смысл: знание и опыт.
2. смысл: знание и опыт.
3. смысл: знание и опыт.
4. смысл: знание и опыт.
5. смысл: знание и опыт.
6. смысл: знание и опыт.
7. смысл: знание и","['молчание', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['1.', 'смысл', ':', 'знание', 'и', 'опыт', '.', '2.', 'смысл', ':', 'знание', 'и', 'опыт', '.', '3.', 'смысл', ':', 'знание', 'и', 'опыт', '.', '4.', 'смысл', ':', 'знание', 'и', 'опыт', '.', '5.', 'смысл', ':', 'знание', 'и', 'опыт', '.', '6.', 'смысл', ':', 'знание', 'и', 'опыт', '.', '7.', 'смысл', ':', 'знание', 'и', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.0,0
"По мнению древнего мудреца Рюхейб-бин-Верда: ""Мудрость состоит из 10 частей. Одна часть — знания и опыт."" А что составляет остальные девять?","Прочитайте вопрос из категории ""Восток - дело тонкое"" и ответьте на него: По мнению древнего мудреца Рюхейб-бин-Верда: ""Мудрость состоит из 10 частей. Одна часть — знания и опыт."" А что составляет остальные девять?
Ответ: ",молчание,"1. Наука — знание, которое позволяет избегать ошибок и не допускать их в будущем.
2. Опыт — знание, которое позволяет избегать ошибок в настоящем.
3. Смысл — знание, которое позволяет избегать ошибок в будущем.
4. Смысл — знание, кото","1. наука — знание, которое позволяет избегать ошибок и не допускать их в будущем.
2. опыт — знание, которое позволяет избегать ошибок в настоящем.
3. смысл — знание, которое позволяет избегать ошибок в будущем.
4. смысл — знание, кото","['молчание', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['1.', 'наука', '—', 'знание', ',', 'которое', 'позволяет', 'избегать', 'ошибок', 'и', 'не', 'допускать', 'их', 'в', 'будущем', '.', '2.', 'опыт', '—', 'знание', ',', 'которое', 'позволяет', 'избегать', 'ошибок', 'в', 'настоящем', '.', '3.', 'смысл', '—', 'знание', ',', 'которое', 'позволяет', 'избегать', 'ошибок', 'в', 'будущем', '.', '4.', 'смысл', '—', 'знание', ',', 'кото', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.0,0
"По мнению древнего мудреца Рюхейб-бин-Верда: ""Мудрость состоит из 10 частей. Одна часть — знания и опыт."" А что составляет остальные девять?","Вы участвуете в викторине ""Что? Где? Когда?"". Внимательно прочитайте вопрос из категории ""Восток - дело тонкое"" и ответьте на него. Обратите внимание на формат ответа: если он не указан в вопросе, то запишите только слово или фразу, отвечающую на вопрос, никаких дополнительных рассуждений приводить не нужно.
Вопрос: По мнению древнего мудреца Рюхейб-бин-Верда: ""Мудрость состоит из 10 частей. Одна часть — знания и опыт."" А что составляет остальные девять?
Ответ: ",молчание,"1. Смысл: знание и опыт.
2. Смысл: знание и опыт.
3. Смысл: знание и опыт.
4. Смысл: знание и опыт.
5. Смысл: знание и опыт.
6. Смысл: знание и опыт.
7. Смысл: знание и","1. смысл: знание и опыт.
2. смысл: знание и опыт.
3. смысл: знание и опыт.
4. смысл: знание и опыт.
5. смысл: знание и опыт.
6. смысл: знание и опыт.
7. смысл: знание и","['молчание', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['1.', 'смысл', ':', 'знание', 'и', 'опыт', '.', '2.', 'смысл', ':', 'знание', 'и', 'опыт', '.', '3.', 'смысл', ':', 'знание', 'и', 'опыт', '.', '4.', 'смысл', ':', 'знание', 'и', 'опыт', '.', '5.', 'смысл', ':', 'знание', 'и', 'опыт', '.', '6.', 'смысл', ':', 'знание', 'и', 'опыт', '.', '7.', 'смысл', ':', 'знание', 'и', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.0,0
"По мнению древнего мудреца Рюхейб-бин-Верда: ""Мудрость состоит из 10 частей. Одна часть — знания и опыт."" А что составляет остальные девять?","Вы участвуете в викторине ""Что? Где? Когда?"". Прочитайте внимательно вопрос из категории ""Восток - дело тонкое"" и дайте точный ответ. Вопрос: По мнению древнего мудреца Рюхейб-бин-Верда: ""Мудрость состоит из 10 частей. Одна часть — знания и опыт."" А что составляет остальные девять?
Ответ: ",молчание,"1. Опыт: опыт — это знание, которое вы получаете в результате наблюдения и опыта.
2. Смысл: смысл — это знание, которое вы получаете в результате понимания и анализа.
3. Стиль: стиль — это знание, которое вы получаете в результате анализа и понимания.
4. Сек","1. опыт: опыт — это знание, которое вы получаете в результате наблюдения и опыта.
2. смысл: смысл — это знание, которое вы получаете в результате понимания и анализа.
3. стиль: стиль — это знание, которое вы получаете в результате анализа и понимания.
4. сек","['молчание', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['1.', 'опыт', ':', 'опыт', '—', 'это', 'знание', ',', 'которое', 'вы', 'получаете', 'в', 'результате', 'наблюдения', 'и', 'опыта', '.', '2.', 'смысл', ':', 'смысл', '—', 'это', 'знание', ',', 'которое', 'вы', 'получаете', 'в', 'результате', 'понимания', 'и', 'анализа', '.', '3.', 'стиль', ':', 'стиль', '—', 'это', 'знание', ',', 'которое', 'вы', 'получаете', 'в', 'результате', 'анализа', 'и', 'понимания', '.', '4.', 'сек', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.0,0
"По мнению древнего мудреца Рюхейб-бин-Верда: ""Мудрость состоит из 10 частей. Одна часть — знания и опыт."" А что составляет остальные девять?","Угадайте, в какой категории из ""Что? Где? Когда?"" относится следующий вопрос: ""По мнению древнего мудреца Рюхейб-бин-Верда: ""Мудрость состоит из 10 частей. Одна часть — знания и опыт."" А что составляет остальные девять?"". Ваш ответ: Восток - дело тонкое
Ответ: ",молчание,"1. Восток - дело тонкое

2. Восток - дело тонкое

3. Восток - дело тонкое

4. Восток - дело тонкое

5. Восток - дело тонкое

6. Восток - дело тонкое

7. Восток - дело тонкое

8.","1. восток - дело тонкое

2. восток - дело тонкое

3. восток - дело тонкое

4. восток - дело тонкое

5. восток - дело тонкое

6. восток - дело тонкое

7. восток - дело тонкое

8.","['молчание', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['1.', 'восток', '-', 'дело', 'тонкое', '2.', 'восток', '-', 'дело', 'тонкое', '3.', 'восток', '-', 'дело', 'тонкое', '4.', 'восток', '-', 'дело', 'тонкое', '5.', 'восток', '-', 'дело', 'тонкое', '6.', 'восток', '-', 'дело', 'тонкое', '7.', 'восток', '-', 'дело', 'тонкое', '8', '.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.0,0
"По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.","Вы участвуете в викторине ""Что? Где? Когда?"". Внимательно прочитайте вопрос из категории ""Кланы"" и ответьте на него. Обратите внимание на формат ответа: если он не указан в вопросе, то запишите только слово или фразу, отвечающую на вопрос, никаких дополнительных рассуждений приводить не нужно.
Вопрос: По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.
Ответ: ","ку-клукс-клан (греч. ""киклос"")","1. В 1990-х годах, когда в стране начали появляться первые экологические движения, в качестве названия организации была выбрана словосочетание ""Экологическая организация"" (ECO).
2. В 2000-х годах, когда в стране начали появляться первые движения за защиту окружающей среды, в качестве названия организации была","1. в 1990-х годах, когда в стране начали появляться первые экологические движения, в качестве названия организации была выбрана словосочетание ""экологическая организация"" (eco).
2. в 2000-х годах, когда в стране начали появляться первые движения за защиту окружающей среды, в качестве названия организации была","['ку-клукс-клан', '(', 'греч', '.', '``', 'киклос', ""''"", ')', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['1.', 'в', '1990-х', 'годах', ',', 'когда', 'в', 'стране', 'начали', 'появляться', 'первые', 'экологические', 'движения', ',', 'в', 'качестве', 'названия', 'организации', 'была', 'выбрана', 'словосочетание', '``', 'экологическая', 'организация', ""''"", '(', 'eco', ')', '.', '2.', 'в', '2000-х', 'годах', ',', 'когда', 'в', 'стране', 'начали', 'появляться', 'первые', 'движения', 'за', 'защиту', 'окружающей', 'среды', ',', 'в', 'качестве', 'названия', 'организации', 'была', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.0,0
"По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.","Прочитайте вопрос из категории ""Кланы"" и ответьте на него: По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.
Ответ: ","ку-клукс-клан (греч. ""киклос"")",1. The organization is named after the Greek word for circle.,1. the organization is named after the greek word for circle.,"['ку-клукс-клан', '(', 'греч', '.', '``', 'киклос', ""''"", ')', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['1.', 'the', 'organization', 'is', 'named', 'after', 'the', 'greek', 'word', 'for', 'circle', '.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.0,0
"По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.","Вы участвуете в викторине ""Что? Где? Когда?"". Внимательно прочитайте вопрос из категории ""Кланы"" и ответьте на него. Обратите внимание на формат ответа: если он не указан в вопросе, то запишите только слово или фразу, отвечающую на вопрос, никаких дополнительных рассуждений приводить не нужно.
Вопрос: По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.
Ответ: ","ку-клукс-клан (греч. ""киклос"")","1. В 1990-х годах, когда в стране начали появляться первые экологические движения, в качестве названия организации была выбрана словосочетание ""Экологическая организация"" (ECO).
2. В 2000-х годах, когда в стране начали появляться первые движения за защиту окружающей среды, в качестве названия организации была","1. в 1990-х годах, когда в стране начали появляться первые экологические движения, в качестве названия организации была выбрана словосочетание ""экологическая организация"" (eco).
2. в 2000-х годах, когда в стране начали появляться первые движения за защиту окружающей среды, в качестве названия организации была","['ку-клукс-клан', '(', 'греч', '.', '``', 'киклос', ""''"", ')', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['1.', 'в', '1990-х', 'годах', ',', 'когда', 'в', 'стране', 'начали', 'появляться', 'первые', 'экологические', 'движения', ',', 'в', 'качестве', 'названия', 'организации', 'была', 'выбрана', 'словосочетание', '``', 'экологическая', 'организация', ""''"", '(', 'eco', ')', '.', '2.', 'в', '2000-х', 'годах', ',', 'когда', 'в', 'стране', 'начали', 'появляться', 'первые', 'движения', 'за', 'защиту', 'окружающей', 'среды', ',', 'в', 'качестве', 'названия', 'организации', 'была', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.0,0
"По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.","Вы участвуете в викторине ""Что? Где? Когда?"". Прочитайте внимательно вопрос из категории ""Кланы"" и дайте точный ответ. Вопрос: По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.
Ответ: ","ку-клукс-клан (греч. ""киклос"")","1. ""What is the name of this organization that comes from the Greek word for circle?""
2. ""What is the name of this organization that comes from the Greek word for circle?""
3. ""What is the name of this organization that comes from the Greek word for circle?""
4. ""What is the name of this organization that comes from the Greek word for circle?""
5. ""What is the name of this organization that comes from the Greek word for circle?""
","1. ""what is the name of this organization that comes from the greek word for circle?""
2. ""what is the name of this organization that comes from the greek word for circle?""
3. ""what is the name of this organization that comes from the greek word for circle?""
4. ""what is the name of this organization that comes from the greek word for circle?""
5. ""what is the name of this organization that comes from the greek word for circle?""
","['ку-клукс-клан', '(', 'греч', '.', '``', 'киклос', ""''"", ')', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['1', '.', '``', 'what', 'is', 'the', 'name', 'of', 'this', 'organization', 'that', 'comes', 'from', 'the', 'greek', 'word', 'for', 'circle', '?', ""''"", '2', '.', '``', 'what', 'is', 'the', 'name', 'of', 'this', 'organization', 'that', 'comes', 'from', 'the', 'greek', 'word', 'for', 'circle', '?', ""''"", '3', '.', '``', 'what', 'is', 'the', 'name', 'of', 'this', 'organization', 'that', 'comes', 'from', 'the', 'greek', 'word', 'for', 'circle', '?', ""''"", '4', '.', '``', 'what', 'is', 'the', 'name', 'of', 'this', 'organization', 'that', 'comes', 'from', 'the', 'greek', 'word', 'for', 'circle', '?', ""''"", '5', '.', '``', 'what', 'is', 'the', 'name', 'of', 'this', 'organization', 'that', 'comes', 'from', 'the', 'greek', 'word', 'for', 'circle', '?', ""''""]",0.0,0
"По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.","Угадайте, в какой категории из ""Что? Где? Когда?"" относится следующий вопрос: ""По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг."". Ваш ответ: Кланы
Ответ: ","ку-клукс-клан (греч. ""киклос"")",1. Кланы,1. кланы,"['ку-клукс-клан', '(', 'греч', '.', '``', 'киклос', ""''"", ')', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['1.', 'кланы', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.0,0
На девятерной вистуют только эти 2 категории людей,"Вы участвуете в викторине ""Что? Где? Когда?"". Внимательно прочитайте вопрос из категории ""Нет хода - не вистуй!"" и ответьте на него. Обратите внимание на формат ответа: если он не указан в вопросе, то запишите только слово или фразу, отвечающую на вопрос, никаких дополнительных рассуждений приводить не нужно.
Вопрос: На девятерной вистуют только эти 2 категории людей
Ответ: ","попы и студенты (попы от жадности, а студенты — от бедности :-))","1. В какой из категорий людей на девятерной висту вы выбираете?
2. В какой из категорий людей вы выбираете?
3. В какой из категорий людей вы выбираете?
4. В какой из категорий людей вы выбираете?
5. В какой из категорий людей вы выбираете?
6. В какой из катего","1. в какой из категорий людей на девятерной висту вы выбираете?
2. в какой из категорий людей вы выбираете?
3. в какой из категорий людей вы выбираете?
4. в какой из категорий людей вы выбираете?
5. в какой из категорий людей вы выбираете?
6. в какой из катего","['попы', 'и', 'студенты', '(', 'попы', 'от', 'жадности', ',', 'а', 'студенты', '—', 'от', 'бедности', ':', '-', ')', ')', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['1.', 'в', 'какой', 'из', 'категорий', 'людей', 'на', 'девятерной', 'висту', 'вы', 'выбираете', '?', '2.', 'в', 'какой', 'из', 'категорий', 'людей', 'вы', 'выбираете', '?', '3.', 'в', 'какой', 'из', 'категорий', 'людей', 'вы', 'выбираете', '?', '4.', 'в', 'какой', 'из', 'категорий', 'людей', 'вы', 'выбираете', '?', '5.', 'в', 'какой', 'из', 'категорий', 'людей', 'вы', 'выбираете', '?', '6.', 'в', 'какой', 'из', 'катего', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.0,0
На девятерной вистуют только эти 2 категории людей,"Прочитайте вопрос из категории ""Нет хода - не вистуй!"" и ответьте на него: На девятерной вистуют только эти 2 категории людей
Ответ: ","попы и студенты (попы от жадности, а студенты — от бедности :-))","1. ""Нет хода - не вистуй!"" - это не ошибка, а просто неверный ответ. 2. ""Нет хода - не вистуй!"" - это не ошибка, а просто неверный ответ. 3. ""Нет хода - не вистуй!"" - это не ошибка, а просто неверный ответ. 4. ""Нет хода - не ви","1. ""нет хода - не вистуй!"" - это не ошибка, а просто неверный ответ. 2. ""нет хода - не вистуй!"" - это не ошибка, а просто неверный ответ. 3. ""нет хода - не вистуй!"" - это не ошибка, а просто неверный ответ. 4. ""нет хода - не ви","['попы', 'и', 'студенты', '(', 'попы', 'от', 'жадности', ',', 'а', 'студенты', '—', 'от', 'бедности', ':', '-', ')', ')', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['1', '.', '``', 'нет', 'хода', '-', 'не', 'вистуй', '!', ""''"", '-', 'это', 'не', 'ошибка', ',', 'а', 'просто', 'неверный', 'ответ', '.', '2', '.', '``', 'нет', 'хода', '-', 'не', 'вистуй', '!', ""''"", '-', 'это', 'не', 'ошибка', ',', 'а', 'просто', 'неверный', 'ответ', '.', '3', '.', '``', 'нет', 'хода', '-', 'не', 'вистуй', '!', ""''"", '-', 'это', 'не', 'ошибка', ',', 'а', 'просто', 'неверный', 'ответ', '.', '4', '.', '``', 'нет', 'хода', '-', 'не', 'ви', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.038461538461538464,0
На девятерной вистуют только эти 2 категории людей,"Вы участвуете в викторине ""Что? Где? Когда?"". Внимательно прочитайте вопрос из категории ""Нет хода - не вистуй!"" и ответьте на него. Обратите внимание на формат ответа: если он не указан в вопросе, то запишите только слово или фразу, отвечающую на вопрос, никаких дополнительных рассуждений приводить не нужно.
Вопрос: На девятерной вистуют только эти 2 категории людей
Ответ: ","попы и студенты (попы от жадности, а студенты — от бедности :-))","1. В какой из категорий людей на девятерной висту вы выбираете?
2. В какой из категорий людей вы выбираете?
3. В какой из категорий людей вы выбираете?
4. В какой из категорий людей вы выбираете?
5. В какой из категорий людей вы выбираете?
6. В какой из катего","1. в какой из категорий людей на девятерной висту вы выбираете?
2. в какой из категорий людей вы выбираете?
3. в какой из категорий людей вы выбираете?
4. в какой из категорий людей вы выбираете?
5. в какой из категорий людей вы выбираете?
6. в какой из катего","['попы', 'и', 'студенты', '(', 'попы', 'от', 'жадности', ',', 'а', 'студенты', '—', 'от', 'бедности', ':', '-', ')', ')', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['1.', 'в', 'какой', 'из', 'категорий', 'людей', 'на', 'девятерной', 'висту', 'вы', 'выбираете', '?', '2.', 'в', 'какой', 'из', 'категорий', 'людей', 'вы', 'выбираете', '?', '3.', 'в', 'какой', 'из', 'категорий', 'людей', 'вы', 'выбираете', '?', '4.', 'в', 'какой', 'из', 'категорий', 'людей', 'вы', 'выбираете', '?', '5.', 'в', 'какой', 'из', 'категорий', 'людей', 'вы', 'выбираете', '?', '6.', 'в', 'какой', 'из', 'катего', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.0,0
На девятерной вистуют только эти 2 категории людей,"Вы участвуете в викторине ""Что? Где? Когда?"". Прочитайте внимательно вопрос из категории ""Нет хода - не вистуй!"" и дайте точный ответ. Вопрос: На девятерной вистуют только эти 2 категории людей
Ответ: ","попы и студенты (попы от жадности, а студенты — от бедности :-))","1. ""Что"" - это все, что происходит в жизни. 2. ""Где"" - это место, где происходит это. 3. ""Когда"" - это время, когда происходит это. 4. ""Что"" - это все, что происходит в жизни. 5. ""Где"" - это место, где происходит это. 6. ""Когда"" - это время, когда происходит это. 7.","1. ""что"" - это все, что происходит в жизни. 2. ""где"" - это место, где происходит это. 3. ""когда"" - это время, когда происходит это. 4. ""что"" - это все, что происходит в жизни. 5. ""где"" - это место, где происходит это. 6. ""когда"" - это время, когда происходит это. 7.","['попы', 'и', 'студенты', '(', 'попы', 'от', 'жадности', ',', 'а', 'студенты', '—', 'от', 'бедности', ':', '-', ')', ')', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['1', '.', '``', 'что', ""''"", '-', 'это', 'все', ',', 'что', 'происходит', 'в', 'жизни', '.', '2', '.', '``', 'где', ""''"", '-', 'это', 'место', ',', 'где', 'происходит', 'это', '.', '3', '.', '``', 'когда', ""''"", '-', 'это', 'время', ',', 'когда', 'происходит', 'это', '.', '4', '.', '``', 'что', ""''"", '-', 'это', 'все', ',', 'что', 'происходит', 'в', 'жизни', '.', '5', '.', '``', 'где', ""''"", '-', 'это', 'место', ',', 'где', 'происходит', 'это', '.', '6', '.', '``', 'когда', ""''"", '-', 'это', 'время', ',', 'когда', 'происходит', 'это', '.', '7', '.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.0,0
