question,prompt,answer,generated_text,generated_answer,answer_tokens,generated_answer_tokens,f1_score,exact_match
"По мнению древнего мудреца Рюхейб-бин-Верда: ""Мудрость состоит из 10 частей. Одна часть — знания и опыт."" А что составляет остальные девять?","Ваш вопрос из категории ""Восток - дело тонкое"": По мнению древнего мудреца Рюхейб-бин-Верда: ""Мудрость состоит из 10 частей. Одна часть — знания и опыт."" А что составляет остальные девять?. Внимание, у вас ограниченное время!
Ответ: ",молчание,"1. Счастье 2. Здоровье 3. Слава 4. Знание 5. Слава 6. Знание 7. Здоровье 8. Счастье 9. Знание 10. Здоровье
Выберите правильный ответ.
1. ""Мудрость состоит из 10 частей. Одна часть — знания и о","1. счастье 2. здоровье 3. слава 4. знание 5. слава 6. знание 7. здоровье 8. счастье 9. знание 10. здоровье
выберите правильный ответ.
1. ""мудрость состоит из 10 частей. одна часть — знания и о","['молчание', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['1.', 'счастье', '2.', 'здоровье', '3.', 'слава', '4.', 'знание', '5.', 'слава', '6.', 'знание', '7.', 'здоровье', '8.', 'счастье', '9.', 'знание', '10.', 'здоровье', 'выберите', 'правильный', 'ответ', '.', '1', '.', '``', 'мудрость', 'состоит', 'из', '10', 'частей', '.', 'одна', 'часть', '—', 'знания', 'и', 'о', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.0,0
"По мнению древнего мудреца Рюхейб-бин-Верда: ""Мудрость состоит из 10 частей. Одна часть — знания и опыт."" А что составляет остальные девять?","Подумайте быстро! Что бы вы ответили на вопрос из категории ""Восток - дело тонкое"": По мнению древнего мудреца Рюхейб-бин-Верда: ""Мудрость состоит из 10 частей. Одна часть — знания и опыт."" А что составляет остальные девять??
Ответ: ",молчание,"9.

### 10.

Выберите правильный ответ из предложенных.

Выберите правильный ответ из предложенных.

Ответ: 1.

### 11.

Выберите правильный ответ из предложенных.

Выберите правильный ответ из предложенных.

Ответ: 2.","9.

### 10.

выберите правильный ответ из предложенных.

выберите правильный ответ из предложенных.

ответ: 1.

### 11.

выберите правильный ответ из предложенных.

выберите правильный ответ из предложенных.

ответ: 2.","['молчание', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['9', '.', '#', '#', '#', '10.', 'выберите', 'правильный', 'ответ', 'из', 'предложенных', '.', 'выберите', 'правильный', 'ответ', 'из', 'предложенных', '.', 'ответ', ':', '1', '.', '#', '#', '#', '11.', 'выберите', 'правильный', 'ответ', 'из', 'предложенных', '.', 'выберите', 'правильный', 'ответ', 'из', 'предложенных', '.', 'ответ', ':', '2', '.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.0,0
"По мнению древнего мудреца Рюхейб-бин-Верда: ""Мудрость состоит из 10 частей. Одна часть — знания и опыт."" А что составляет остальные девять?","На вас лежит ответственная задача отгадать вопрос из раздела ""Восток - дело тонкое"": По мнению древнего мудреца Рюхейб-бин-Верда: ""Мудрость состоит из 10 частей. Одна часть — знания и опыт."" А что составляет остальные девять?.
Ответ: ",молчание,"9.

### 10.

Выберите правильный вариант ответа на вас лежит ответственная задача отгадать вопрос из раздела ""Восток - дело тонкое"": ""Вы не можете узнать, что ты не знаешь, если ты не знаешь, что ты знаешь"".

Ответ: 1.

","9.

### 10.

выберите правильный вариант ответа на вас лежит ответственная задача отгадать вопрос из раздела ""восток - дело тонкое"": ""вы не можете узнать, что ты не знаешь, если ты не знаешь, что ты знаешь"".

ответ: 1.

","['молчание', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['9', '.', '#', '#', '#', '10.', 'выберите', 'правильный', 'вариант', 'ответа', 'на', 'вас', 'лежит', 'ответственная', 'задача', 'отгадать', 'вопрос', 'из', 'раздела', '``', 'восток', '-', 'дело', 'тонкое', ""''"", ':', '``', 'вы', 'не', 'можете', 'узнать', ',', 'что', 'ты', 'не', 'знаешь', ',', 'если', 'ты', 'не', 'знаешь', ',', 'что', 'ты', 'знаешь', ""''"", '.', 'ответ', ':', '1', '.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.0,0
"По мнению древнего мудреца Рюхейб-бин-Верда: ""Мудрость состоит из 10 частей. Одна часть — знания и опыт."" А что составляет остальные девять?","Спрятанный вопрос из раздела ""Восток - дело тонкое"" ждет вашего ответа: По мнению древнего мудреца Рюхейб-бин-Верда: ""Мудрость состоит из 10 частей. Одна часть — знания и опыт."" А что составляет остальные девять?
Ответ: ",молчание,"9.

### 10.

Выберите правильный вариант ответа на вопрос из раздела ""Восток - дело тонкое""

Выберите правильный вариант ответа на вопрос из раздела ""Восток - дело тонкое""

Выберите правильный вариант ответа на вопрос из раздела ""Восто","9.

### 10.

выберите правильный вариант ответа на вопрос из раздела ""восток - дело тонкое""

выберите правильный вариант ответа на вопрос из раздела ""восток - дело тонкое""

выберите правильный вариант ответа на вопрос из раздела ""восто","['молчание', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['9', '.', '#', '#', '#', '10.', 'выберите', 'правильный', 'вариант', 'ответа', 'на', 'вопрос', 'из', 'раздела', '``', 'восток', '-', 'дело', 'тонкое', ""''"", 'выберите', 'правильный', 'вариант', 'ответа', 'на', 'вопрос', 'из', 'раздела', '``', 'восток', '-', 'дело', 'тонкое', ""''"", 'выберите', 'правильный', 'вариант', 'ответа', 'на', 'вопрос', 'из', 'раздела', '``', 'восто', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.0,0
"По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.","Вы участвуете в викторине ""Что? Где? Когда?"". Внимательно прочитайте вопрос из категории ""Кланы"" и ответьте на него. Обратите внимание на формат ответа: если он не указан в вопросе, то запишите только слово или фразу, отвечающую на вопрос, никаких дополнительных рассуждений приводить не нужно.
Вопрос: По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.
Ответ: ","ку-клукс-клан (греч. ""киклос"")","ΟΡΓΑΝΟΣ
Викторину ""Что? Где? Когда?"" Вы можете пройти в любое время, но в 1 час 30 минут.
Викторину ""Что? Где? Когда?"" Вы можете пройти в любое время, но в 1 час 30 минут. Внимательно прочитайте вопрос из категории ""К","οργανος
викторину ""что? где? когда?"" вы можете пройти в любое время, но в 1 час 30 минут.
викторину ""что? где? когда?"" вы можете пройти в любое время, но в 1 час 30 минут. внимательно прочитайте вопрос из категории ""к","['ку-клукс-клан', '(', 'греч', '.', '``', 'киклос', ""''"", ')', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['οργανος', 'викторину', '``', 'что', '?', 'где', '?', 'когда', '?', ""''"", 'вы', 'можете', 'пройти', 'в', 'любое', 'время', ',', 'но', 'в', '1', 'час', '30', 'минут', '.', 'викторину', '``', 'что', '?', 'где', '?', 'когда', '?', ""''"", 'вы', 'можете', 'пройти', 'в', 'любое', 'время', ',', 'но', 'в', '1', 'час', '30', 'минут', '.', 'внимательно', 'прочитайте', 'вопрос', 'из', 'категории', '``', 'к', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.0,0
"По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.","Прочитайте вопрос из категории ""Кланы"" и ответьте на него: По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.
Ответ: ","ку-клукс-клан (греч. ""киклос"")","1.

### 10.

Выберите правильный ответ из предложенных.

1.

2.

3.

4.

5.

6.

7.

8.

9.

10.

11.

12.

13.

14.

15.

16.

1","1.

### 10.

выберите правильный ответ из предложенных.

1.

2.

3.

4.

5.

6.

7.

8.

9.

10.

11.

12.

13.

14.

15.

16.

1","['ку-клукс-клан', '(', 'греч', '.', '``', 'киклос', ""''"", ')', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['1', '.', '#', '#', '#', '10.', 'выберите', 'правильный', 'ответ', 'из', 'предложенных', '.', '1', '.', '2', '.', '3', '.', '4', '.', '5', '.', '6', '.', '7', '.', '8', '.', '9', '.', '10', '.', '11', '.', '12', '.', '13', '.', '14', '.', '15', '.', '16', '.', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.0,0
"По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.","Вы участвуете в викторине ""Что? Где? Когда?"". Внимательно прочитайте вопрос из категории ""Кланы"" и ответьте на него. Обратите внимание на формат ответа: если он не указан в вопросе, то запишите только слово или фразу, отвечающую на вопрос, никаких дополнительных рассуждений приводить не нужно.
Вопрос: По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.
Ответ: ","ку-клукс-клан (греч. ""киклос"")","ΟΡΓΑΝΟΣ
Викторину ""Что? Где? Когда?"" Вы можете пройти в любое время, но в 1 час 30 минут.
Викторину ""Что? Где? Когда?"" Вы можете пройти в любое время, но в 1 час 30 минут. Внимательно прочитайте вопрос из категории ""К","οργανος
викторину ""что? где? когда?"" вы можете пройти в любое время, но в 1 час 30 минут.
викторину ""что? где? когда?"" вы можете пройти в любое время, но в 1 час 30 минут. внимательно прочитайте вопрос из категории ""к","['ку-клукс-клан', '(', 'греч', '.', '``', 'киклос', ""''"", ')', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['οργανος', 'викторину', '``', 'что', '?', 'где', '?', 'когда', '?', ""''"", 'вы', 'можете', 'пройти', 'в', 'любое', 'время', ',', 'но', 'в', '1', 'час', '30', 'минут', '.', 'викторину', '``', 'что', '?', 'где', '?', 'когда', '?', ""''"", 'вы', 'можете', 'пройти', 'в', 'любое', 'время', ',', 'но', 'в', '1', 'час', '30', 'минут', '.', 'внимательно', 'прочитайте', 'вопрос', 'из', 'категории', '``', 'к', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.0,0
"По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.","Вы участвуете в викторине ""Что? Где? Когда?"". Прочитайте внимательно вопрос из категории ""Кланы"" и дайте точный ответ. Вопрос: По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.
Ответ: ","ку-клукс-клан (греч. ""киклос"")","1. КОЛЛЕКТИВ
2. КОЛЛЕКТИВ
3. КОЛЛЕКТИВ
4. КОЛЛЕКТИВ
5. КОЛЛЕКТИВ
6. КОЛЛЕКТИВ
7. КОЛЛЕКТИВ
8. КОЛЛЕКТИВ
9. КО","1. коллектив
2. коллектив
3. коллектив
4. коллектив
5. коллектив
6. коллектив
7. коллектив
8. коллектив
9. ко","['ку-клукс-клан', '(', 'греч', '.', '``', 'киклос', ""''"", ')', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['1.', 'коллектив', '2.', 'коллектив', '3.', 'коллектив', '4.', 'коллектив', '5.', 'коллектив', '6.', 'коллектив', '7.', 'коллектив', '8.', 'коллектив', '9.', 'ко', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.0,0
"По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.","Угадайте, в какой категории из ""Что? Где? Когда?"" относится следующий вопрос: ""По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг."". Ваш ответ: Кланы
Ответ: ","ку-клукс-клан (греч. ""киклос"")","1. Кланы

### 1000

Выберите правильный ответ из предложенных вариантов.

1. 1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18","1. кланы

### 1000

выберите правильный ответ из предложенных вариантов.

1. 1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18","['ку-клукс-клан', '(', 'греч', '.', '``', 'киклос', ""''"", ')', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['1.', 'кланы', '#', '#', '#', '1000', 'выберите', 'правильный', 'ответ', 'из', 'предложенных', 'вариантов', '.', '1', '.', '1', '.', '2', '.', '3', '.', '4', '.', '5', '.', '6', '.', '7', '.', '8', '.', '9', '.', '10', '.', '11', '.', '12', '.', '13', '.', '14', '.', '15', '.', '16', '.', '17', '.', '18', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.0,0
"По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.","Подумайте и дайте точный ответ на вопрос из категории ""Кланы"": По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.
Ответ: ","ку-клукс-клан (греч. ""киклос"")","1.

### 10.

Выберите правильный ответ из предложенных.

Выберите правильный ответ из предложенных.

Ответ: 1.

### 11.

Выберите правильный ответ из предложенных.

Выберите правильный ответ из предложенных.

Ответ: 1.","1.

### 10.

выберите правильный ответ из предложенных.

выберите правильный ответ из предложенных.

ответ: 1.

### 11.

выберите правильный ответ из предложенных.

выберите правильный ответ из предложенных.

ответ: 1.","['ку-клукс-клан', '(', 'греч', '.', '``', 'киклос', ""''"", ')', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['1', '.', '#', '#', '#', '10.', 'выберите', 'правильный', 'ответ', 'из', 'предложенных', '.', 'выберите', 'правильный', 'ответ', 'из', 'предложенных', '.', 'ответ', ':', '1', '.', '#', '#', '#', '11.', 'выберите', 'правильный', 'ответ', 'из', 'предложенных', '.', 'выберите', 'правильный', 'ответ', 'из', 'предложенных', '.', 'ответ', ':', '1', '.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.0,0
"По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.","Ваш вопрос из категории ""Кланы"": По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.. Внимание, у вас ограниченное время!
Ответ: ","ку-клукс-клан (греч. ""киклос"")","1.

Выберите правильный ответ:

1.

2.

3.

4.

5.

6.

7.

8.

9.

10.

11.

12.

13.

14.

15.

16.

17.

18.

19.
","1.

выберите правильный ответ:

1.

2.

3.

4.

5.

6.

7.

8.

9.

10.

11.

12.

13.

14.

15.

16.

17.

18.

19.
","['ку-клукс-клан', '(', 'греч', '.', '``', 'киклос', ""''"", ')', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['1.', 'выберите', 'правильный', 'ответ', ':', '1', '.', '2', '.', '3', '.', '4', '.', '5', '.', '6', '.', '7', '.', '8', '.', '9', '.', '10', '.', '11', '.', '12', '.', '13', '.', '14', '.', '15', '.', '16', '.', '17', '.', '18', '.', '19', '.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.0,0
"По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.","Подумайте быстро! Что бы вы ответили на вопрос из категории ""Кланы"": По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.?
Ответ: ","ку-клукс-клан (греч. ""киклос"")","1. Круг
2. Круг
3. Круг
4. Круг
5. Круг
6. Круг
7. Круг
8. Круг
9. Круг
10. Круг
11. Круг
12. Круг
13. Круг
14. Круг
15. Круг
16. Круг
17. Круг
18. Круг
1","1. круг
2. круг
3. круг
4. круг
5. круг
6. круг
7. круг
8. круг
9. круг
10. круг
11. круг
12. круг
13. круг
14. круг
15. круг
16. круг
17. круг
18. круг
1","['ку-клукс-клан', '(', 'греч', '.', '``', 'киклос', ""''"", ')', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['1.', 'круг', '2.', 'круг', '3.', 'круг', '4.', 'круг', '5.', 'круг', '6.', 'круг', '7.', 'круг', '8.', 'круг', '9.', 'круг', '10.', 'круг', '11.', 'круг', '12.', 'круг', '13.', 'круг', '14.', 'круг', '15.', 'круг', '16.', 'круг', '17.', 'круг', '18.', 'круг', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.0,0
"По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.","На вас лежит ответственная задача отгадать вопрос из раздела ""Кланы"": По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг..
Ответ: ","ку-клукс-клан (греч. ""киклос"")","1. Организация

### 10. В каком году был основан Советский Союз?

Ответ: 1922

### 11. В каком году был основан Советский Союз?

Ответ: 1922

### 12. В каком году был основан Советский Союз?

Ответ: 1922
","1. организация

### 10. в каком году был основан советский союз?

ответ: 1922

### 11. в каком году был основан советский союз?

ответ: 1922

### 12. в каком году был основан советский союз?

ответ: 1922
","['ку-клукс-клан', '(', 'греч', '.', '``', 'киклос', ""''"", ')', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['1.', 'организация', '#', '#', '#', '10.', 'в', 'каком', 'году', 'был', 'основан', 'советский', 'союз', '?', 'ответ', ':', '1922', '#', '#', '#', '11.', 'в', 'каком', 'году', 'был', 'основан', 'советский', 'союз', '?', 'ответ', ':', '1922', '#', '#', '#', '12.', 'в', 'каком', 'году', 'был', 'основан', 'советский', 'союз', '?', 'ответ', ':', '1922', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.0,0
"По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.","Спрятанный вопрос из раздела ""Кланы"" ждет вашего ответа: По одной из версий, начало названия ЭТОЙ ОРГАНИЗАЦИИ происходит от греческого слова, обозначающего круг.
Ответ: ","ку-клукс-клан (греч. ""киклос"")","1.

### 10.

Выберите правильный вариант перевода:

1.

Выберите правильный вариант перевода:

2.

Выберите правильный вариант перевода:

3.

Выберите правильный вариант перевода:

4.

Выберите правильный вари","1.

### 10.

выберите правильный вариант перевода:

1.

выберите правильный вариант перевода:

2.

выберите правильный вариант перевода:

3.

выберите правильный вариант перевода:

4.

выберите правильный вари","['ку-клукс-клан', '(', 'греч', '.', '``', 'киклос', ""''"", ')', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['1', '.', '#', '#', '#', '10.', 'выберите', 'правильный', 'вариант', 'перевода', ':', '1.', 'выберите', 'правильный', 'вариант', 'перевода', ':', '2.', 'выберите', 'правильный', 'вариант', 'перевода', ':', '3.', 'выберите', 'правильный', 'вариант', 'перевода', ':', '4.', 'выберите', 'правильный', 'вари', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.0,0
На девятерной вистуют только эти 2 категории людей,"Вы участвуете в викторине ""Что? Где? Когда?"". Внимательно прочитайте вопрос из категории ""Нет хода - не вистуй!"" и ответьте на него. Обратите внимание на формат ответа: если он не указан в вопросе, то запишите только слово или фразу, отвечающую на вопрос, никаких дополнительных рассуждений приводить не нужно.
Вопрос: На девятерной вистуют только эти 2 категории людей
Ответ: ","попы и студенты (попы от жадности, а студенты — от бедности :-))","1) студенты, 2) студенты и преподаватели
Вопрос: На девятерной вистуют только эти 2 категории людей.
Ответ: 1) студенты, 2) студенты и преподаватели.
Вопрос: На девятерной вистуют только эти 2 категории людей.
Ответ: 1) студенты, 2)","1) студенты, 2) студенты и преподаватели
вопрос: на девятерной вистуют только эти 2 категории людей.
ответ: 1) студенты, 2) студенты и преподаватели.
вопрос: на девятерной вистуют только эти 2 категории людей.
ответ: 1) студенты, 2)","['попы', 'и', 'студенты', '(', 'попы', 'от', 'жадности', ',', 'а', 'студенты', '—', 'от', 'бедности', ':', '-', ')', ')', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['1', ')', 'студенты', ',', '2', ')', 'студенты', 'и', 'преподаватели', 'вопрос', ':', 'на', 'девятерной', 'вистуют', 'только', 'эти', '2', 'категории', 'людей', '.', 'ответ', ':', '1', ')', 'студенты', ',', '2', ')', 'студенты', 'и', 'преподаватели', '.', 'вопрос', ':', 'на', 'девятерной', 'вистуют', 'только', 'эти', '2', 'категории', 'людей', '.', 'ответ', ':', '1', ')', 'студенты', ',', '2', ')', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.13043478260869562,0
На девятерной вистуют только эти 2 категории людей,"Прочитайте вопрос из категории ""Нет хода - не вистуй!"" и ответьте на него: На девятерной вистуют только эти 2 категории людей
Ответ: ","попы и студенты (попы от жадности, а студенты — от бедности :-))","1. На девятерной вистуют только эти 2 категории людей
Выберите правильный ответ из предложенных.
1. I'm not going to the party. I'm not in the mood.
2. I'm not going to the party. I'm not invited.
3. I'm not going to the party. I'm not going to stay long.
4. I'm not","1. на девятерной вистуют только эти 2 категории людей
выберите правильный ответ из предложенных.
1. i'm not going to the party. i'm not in the mood.
2. i'm not going to the party. i'm not invited.
3. i'm not going to the party. i'm not going to stay long.
4. i'm not","['попы', 'и', 'студенты', '(', 'попы', 'от', 'жадности', ',', 'а', 'студенты', '—', 'от', 'бедности', ':', '-', ')', ')', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['1.', 'на', 'девятерной', 'вистуют', 'только', 'эти', '2', 'категории', 'людей', 'выберите', 'правильный', 'ответ', 'из', 'предложенных', '.', '1.', 'i', ""'m"", 'not', 'going', 'to', 'the', 'party', '.', 'i', ""'m"", 'not', 'in', 'the', 'mood', '.', '2.', 'i', ""'m"", 'not', 'going', 'to', 'the', 'party', '.', 'i', ""'m"", 'not', 'invited', '.', '3.', 'i', ""'m"", 'not', 'going', 'to', 'the', 'party', '.', 'i', ""'m"", 'not', 'going', 'to', 'stay', 'long', '.', '4.', 'i', ""'m"", 'not', '', '', '', '', '', '']",0.0,0
На девятерной вистуют только эти 2 категории людей,"Вы участвуете в викторине ""Что? Где? Когда?"". Внимательно прочитайте вопрос из категории ""Нет хода - не вистуй!"" и ответьте на него. Обратите внимание на формат ответа: если он не указан в вопросе, то запишите только слово или фразу, отвечающую на вопрос, никаких дополнительных рассуждений приводить не нужно.
Вопрос: На девятерной вистуют только эти 2 категории людей
Ответ: ","попы и студенты (попы от жадности, а студенты — от бедности :-))","1) студенты, 2) студенты и преподаватели
Вопрос: На девятерной вистуют только эти 2 категории людей.
Ответ: 1) студенты, 2) студенты и преподаватели.
Вопрос: На девятерной вистуют только эти 2 категории людей.
Ответ: 1) студенты, 2)","1) студенты, 2) студенты и преподаватели
вопрос: на девятерной вистуют только эти 2 категории людей.
ответ: 1) студенты, 2) студенты и преподаватели.
вопрос: на девятерной вистуют только эти 2 категории людей.
ответ: 1) студенты, 2)","['попы', 'и', 'студенты', '(', 'попы', 'от', 'жадности', ',', 'а', 'студенты', '—', 'от', 'бедности', ':', '-', ')', ')', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['1', ')', 'студенты', ',', '2', ')', 'студенты', 'и', 'преподаватели', 'вопрос', ':', 'на', 'девятерной', 'вистуют', 'только', 'эти', '2', 'категории', 'людей', '.', 'ответ', ':', '1', ')', 'студенты', ',', '2', ')', 'студенты', 'и', 'преподаватели', '.', 'вопрос', ':', 'на', 'девятерной', 'вистуют', 'только', 'эти', '2', 'категории', 'людей', '.', 'ответ', ':', '1', ')', 'студенты', ',', '2', ')', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0.13043478260869562,0
